ts,gpu_busy_pct,foreign_chromium_n,foreign_chromium_cpu_pct,my_chromium_n,my_chromium_cpu_pct,load1
10:48:16,0,20,32.7,0,0.0,4.52
10:48:17,0,20,119.3,0,0.0,4.52
10:48:18,0,20,135.0,0,0.0,4.56
10:48:19,21,20,-165.0,0,0.0,4.56
10:48:20,0,20,122.0,0,0.0,4.56
10:48:21,0,20,32.8,0,0.0,4.56
10:48:22,0,20,94.5,0,0.0,4.56
10:48:23,0,20,55.7,0,0.0,4.59
10:48:24,0,20,-162.1,0,0.0,4.59
10:48:25,0,20,133.2,0,0.0,4.59
10:48:26,0,20,15.9,0,0.0,4.59
10:48:27,100,20,56.7,0,0.0,4.59
10:48:28,0,20,79.5,0,0.0,4.38
10:48:29,0,20,46.7,0,0.0,4.38
10:48:30,0,20,122.3,0,0.0,4.38
10:48:31,0,20,113.2,0,0.0,4.38
10:48:32,0,20,134.1,0,0.0,4.38
10:48:33,0,20,90.5,0,0.0,4.35
10:48:34,0,20,50.7,0,0.0,4.35
10:48:35,99,20,132.2,0,0.0,4.35
10:48:36,0,20,111.1,0,0.0,4.35
10:48:37,99,20,126.1,0,0.0,4.35
10:48:38,0,20,73.5,0,0.0,4.24
10:48:39,0,20,63.6,0,0.0,4.24
10:48:40,0,20,118.3,0,0.0,4.24
10:48:41,0,20,112.3,0,0.0,4.24
10:48:42,0,20,111.3,0,0.0,4.24
10:48:43,100,20,-37.8,0,0.0,4.39
10:48:44,0,20,-78.4,0,0.0,4.39
10:48:45,0,20,122.3,0,0.0,4.39
10:48:46,0,20,50.7,0,0.0,4.39
10:48:47,0,20,93.4,0,0.0,4.39
10:48:48,25,20,116.1,0,0.0,4.27
10:48:49,0,20,52.6,0,0.0,4.27
10:48:50,99,20,109.2,0,0.0,4.27
10:48:51,35,20,118.1,0,0.0,4.27
10:48:52,70,20,19.9,0,0.0,4.27
10:48:53,0,20,109.2,0,0.0,4.41
10:48:54,0,20,15.9,0,0.0,4.41
10:48:55,0,20,105.2,0,0.0,4.41
10:48:56,25,20,41.7,0,0.0,4.41
10:48:57,0,20,91.4,0,0.0,4.41
10:48:58,72,20,36.8,0,0.0,4.22
10:48:59,0,20,34.7,0,0.0,4.22
10:49:00,0,20,59.6,0,0.0,4.22
